0.5,1.66666666666667
1.5,5
2.5,8.33333333333333
3.5,11.6666666666667
4.5,15
5.5,18.3333333333333
6.5,21.6666666666667
7.5,25
8.5,28.3333333333333
9.5,31.6666666666667
10.5,35
11.5,38.3333333333333
12.5,41.6666666666667
13.5,45
14.5,48.3333333333333
15.5,51.6666666666667
16.5,55
17.5,58.3333333333333
18.5,61.6666666666667
19.5,65
20.5,68.3333333333333
21.5,71.6666666666667
22.5,75
23.5,78.3333333333333
24.5,81.6666666666667
25.5,85
26.5,88.3333333333333
27.5,91.6666666666667
28.5,95
29.5,98.3333333333333
30.5,101.666666666667
31.5,105
32.5,108.333333333333
33.5,111.666666666667
34.5,115
35.5,118.333333333333
36.5,121.666666666667
37.5,125
38.5,128.333333333333
39.5,131.666666666667
40.5,135
41.5,138.333333333333
42.5,141.666666666667
43.5,145
44.5,148.333333333333
45.5,151.666666666667
46.5,155
47.5,158.333333333333
48.5,161.666666666667
49.5,165
50.5,168.333333333333
51.5,171.666666666667
52.5,175
53.5,178.333333333333
54.5,181.666666666667
55.5,185
56.5,188.333333333333
57.5,191.666666666667
58.5,195
59.5,198.333333333333
60.5,201.666666666667
61.5,205
62.5,208.333333333333
63.5,211.666666666667
64.5,215
65.5,218.333333333333
66.5,221.666666666667
67.5,225
68.5,228.333333333333
69.5,231.666666666667
70.5,235
71.5,238.333333333333
72.5,241.666666666667
73.5,245
74.5,248.333333333333
75.5,251.666666666667
76.5,255
77.5,258.333333333333
78.5,261.666666666667
79.5,265
80.5,268.333333333333
81.5,271.666666666667
82.5,275
83.5,278.333333333333
84.5,281.666666666667
85.5,285
86.5,288.333333333333
87.5,291.666666666667
88.5,295
89.5,298.333333333333
90.5,301.666666666667
91.5,305
92.5,308.333333333333
93.5,311.666666666667
94.5,315
95.5,318.333333333333
96.5,321.666666666667
97.5,325
98.5,328.333333333333
99.5,331.666666666667
100.5,335
101.5,338.333333333333
102.5,341.666666666667
103.5,345
104.5,348.333333333333
105.5,351.666666666667
106.5,355
107.5,358.333333333333
108.5,361.666666666667
109.5,365
110.5,368.333333333333
111.5,371.666666666667
112.5,375
113.5,378.333333333333
114.5,381.666666666667
115.5,385
116.5,388.333333333333
117.5,391.666666666667
118.5,395
119.5,398.333333333333
